Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Source,EID
"Barrett K., Valentim J., Turner II B.L.","Ecosystem services from converted land: The importance of tree cover in Amazonian pastures",2013,"Urban Ecosystems","16","3",,"573","591",,"10.1007/s11252-012-0280-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881376754&doi=10.1007%2fs11252-012-0280-1&partnerID=40&md5=e6d201a3d2e47f4acf9f155c5f6f351f","Deforestation is responsible for a substantial fraction of global carbon emissions and changes in surface energy budgets that affect climate. Deforestation losses include wildlife and human habitat, and myriad forest products on which rural and urban societies depend for food, fiber, fuel, fresh water, medicine, and recreation. Ecosystem services gained in the transition from forests to pasture and croplands, however, are often ignored in assessments of the impact of land cover change. The role of converted lands in tropical areas in terms of carbon uptake and storage is largely unknown. Pastures represent the fastest-growing form of converted land use in the tropics, even in some areas of rapid urban expansion. Tree biomass stored in these areas spans a broad range, depending on tree cover. Trees in pasture increase carbon storage, provide shade for cattle, and increase productivity of forage material. As a result, increasing fractional tree cover can provide benefits land managers as well as important ecosystem services such as reducing conversion pressure on forests adjacent to pastures. This study presents an estimation of fractional tree cover in pasture in a dynamic region on the verge of large-scale land use change. An appropriate sampling interval is established for similar studies, one that balances the need for independent samples of sufficient number to characterize a pasture in terms of fractional tree cover. This information represents a useful policy tool for government organizations and NGOs interested in encouraging ecosystem services on converted lands. Using high spatial resolution remotely sensed imagery, fractional tree cover in pasture is quantified for the municipality of Rio Branco, Brazil. A semivariogram and devolving spatial resolution are employed to determine the coarsest sampling interval that may be used, minimizing effects of spatial autocorrelation. The coarsest sampling interval that minimizes spatial dependence was about 22 m. The area-weighted fractional tree cover for the study area was 1.85 %, corrected for a slight bias associated with the coarser sampling resolution. The pastures sampled for fractional tree cover were divided between 'high' and 'low' tree cover, which may be the result of intentional incorporation of arboreal species in pasture. Further research involving those ranchers that have a higher fractional tree cover may indicate ways to promote the practice on a broader scale in the region. © 2012 Springer Science+Business Media New York (outside the USA).","Amazon; Deforestation; Ecosystem services; Pasture; Percent tree cover; Silvipastoral","Bos",Article,"Final",Scopus,2-s2.0-84881376754
"Kattel G.R., Elkadi H., Meikle H.","Developing a complementary framework for urban ecology",2013,"Urban Forestry and Urban Greening","12","4",,"498","508",,"10.1016/j.ufug.2013.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888054871&doi=10.1016%2fj.ufug.2013.07.005&partnerID=40&md5=8f0f7bcb51f5ca2591b1260df6226590","Cities are characterized by dynamic interactions between socio-economic and biophysical forces. Currently more than half of the global population reside in cities which influence the global biogeochemical cycles and climate change, substantially exacerbating pressures on urban pollution, water quality and food security, as well as operating costs for infrastructure development. Goods and services such as aesthetic values, water purification, nutrient recycling, and biological diversity, that urban ecosystems generate for the society, are critical to sustain. Urban planners are increasingly facing the considerable challenges of management issues for urban ecosystems. Poor understanding of the complementary roles of urban ecology in urban infrastructure, and the functioning of ecosystems and ecological resilience of a complex human-dominated landscape has impeded effective urban planning over time, resulting in social disharmony. Here a complementary framework for urban ecology is proposed, in which ecosystems interact with land use, architecture and urban design - ""E-LAUD"" - affecting ecosystem and human health, and building on the concept that land uses in urban green areas, road-strips, wetlands, 'habitat islands' and urban architecture could synergistically benefit when clustered together in different combinations of urban landscapes. It is proposed that incorporation of the E-LAUD framework in urban planning forms the context of a new interdisciplinary research programme on ecological resilience for urban ecosystems and helps promote ecosystem services. © 2013 Elsevier GmbH.","Complementary framework; Ecological resilience; Landscape design and architecture; Urban ecology","architectural design; biogeochemical cycle; complementarity; ecosystem resilience; global change; human activity; interdisciplinary approach; landscape change; socioeconomic impact; urban ecosystem; urban planning",Article,"Final",Scopus,2-s2.0-84888054871
"Holechek J.L.","Global trends in population, energy use and climate: Implications for policy development, rangeland management and rangeland users",2013,"Rangeland Journal","35","2",,"117","129",,"10.1071/RJ12077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879988534&doi=10.1071%2fRJ12077&partnerID=40&md5=95254b769e3f49711c376a75a294f409","Increasing world human population, declining reserves of cheaply extracted fossil fuels, scarcity of supplies of fresh water and climatic instability will put tremendous pressure on world rangelands as the 21st century progresses. It is expected that the human population of the world will increase by 40% by 2050 but fossil fuel and reserves of fresh water will be drastically reduced. Avoiding food shortages and famine could be a major world challenge within the next 10 years. Under these conditions, major changes in policies relating to economic growth and use of natural resources seem essential. Stabilisation of the human population, development of clean and renewable energy, enhanced supplies of water and its quality, increased livestock production, and changed land-use policies, that minimise agricultural land losses to development and fragmentation, will all be needed to avoid declining living conditions at the global level. The health and productivity of rangelands will need to receive much more emphasis as they are a primary source of vital ecosystem services and products essential to human life. Changes in tax policies by developed, affluent countries, such as the United States, Australia and Canada, are needed that emphasise saving and conservation as opposed to excessive material consumption and land development. Extreme levels of debt and chronic deficits in trade by the United States and European Union countries need to be moderated to avoid a devastating collision of debt, depletion of natural resources, and environmental degradation. Over the next 10 years, livestock producers of the rangelands will benefit from a major increase in demand and prices for meat. Rapidly increasing demand for meat in China and other Asian countries is driving this trend. Rangeland managers, however, will also likely encounter greater climatic, financial, biological and political risks. Higher interest rates, higher production costs and higher annual variability in forage resources are major challenges that will confront rangeland managers in the years ahead. Under these conditions, a low risk approach to livestock production from rangelands is recommended that involves conservative stocking, use of highly adapted livestock, and application of behavioural knowledge of livestock to efficiently use forage resources.","energy; food; rangelands",,Conference Paper,"Final",Scopus,2-s2.0-84879988534
"Erisman J.W., Galloway J.N., Seitzinger S., Bleeker A., Dise N.B., Roxana Petrescu A.M., Leach A.M., de Vries W.","Consequences of human modification of the global nitrogen cycle",2013,"Philosophical Transactions of the Royal Society B: Biological Sciences","368","1621",,"","",,"10.1098/rstb.2013.0116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891700169&doi=10.1098%2frstb.2013.0116&partnerID=40&md5=0f5a2f4586f7c7e58dda9245744af4f9","The demand for more food is increasing fertilizer and land use, and the demand for more energy is increasing fossil fuel combustion, leading to enhanced losses of reactive nitrogen (Nr) to the environment. Many thresholds for human and ecosystem health have been exceeded owing to Nr pollution, including those for drinking water (nitrates), air quality (smog, particulate matter, ground-level ozone), freshwater eutrophication, biodiversity loss, stratospheric ozone depletion, climate change and coastal ecosystems (dead zones). Each of these environmental effects can be magnified by the 'nitrogen cascade': a single atom of Nr can trigger a cascade of negative environmental impacts in sequence. Here, we provide an overview of the impact of Nr on the environment and human health, including an assessment of the magnitude of different environmental problems, and the relative importance of Nr as a contributor to each problem. In some cases, Nr loss to the environment is the key driver of effects (e.g. terrestrial and coastal eutrophication, nitrous oxide emissions), whereas in some other situations nitrogen represents a key contributor exacerbating a wider problem (e.g. freshwater pollution, biodiversity loss). In this way, the central role of nitrogen can remain hidden, even though it actually underpins many trans-boundary pollution problems. © 2013 The Author(s) Published by the Royal Society. All rights reserved.","Biodiversity; Climate; Environmental effects; Food security; Human health; Reactive nitrogen","air quality; anthropogenic effect; biodiversity; biogeochemistry; drinking water; environmental effect; environmental impact; eutrophication; food security; fossil fuel; nature-society relations; nitrogen cycle; public health; stratosphere; transboundary pollution; fossil fuel; pollutant; biodiversity; catering service; climate change; ecosystem; human; human activities; nitrogen cycle; pollutant; standards; Biodiversity; Climate Change; Ecosystem; Environmental Pollutants; Food Supply; Fossil Fuels; Human Activities; Humans; Nitrogen Cycle",Article,"Final",Scopus,2-s2.0-84891700169
"Redshaw C.H., Stahl-Timmins W.M., Fleming L.E., Davidson I., Depledge M.H.","Potential changes in disease patterns and pharmaceutical use in response to climate change",2013,"Journal of Toxicology and Environmental Health - Part B: Critical Reviews","16","5",,"285","320",,"10.1080/10937404.2013.802265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882374247&doi=10.1080%2f10937404.2013.802265&partnerID=40&md5=21830f2a6bc18ca2f57905277d983198","As climate change alters environmental conditions, the incidence and global patterns of human diseases are changing. These modifications to disease profiles and the effects upon human pharmaceutical usage are discussed. Climate-related environmental changes are associated with a rise in the incidence of chronic diseases already prevalent in the Northern Hemisphere, for example, cardiovascular disease and mental illness, leading to greater use of associated heavily used Western medications. Sufferers of respiratory diseases may exhibit exacerbated symptoms due to altered environmental conditions (e.g., pollen). Respiratory, water-borne, and food-borne toxicants and infections, including those that are vector borne, may become more common in Western countries, central and eastern Asia, and across North America. As new disease threats emerge, substantially higher pharmaceutical use appears inevitable, especially of pharmaceuticals not commonly employed at present (e.g., antiprotozoals). The use of medications for the treatment of general symptoms (e.g., analgesics) will also rise. These developments need to be viewed in the context of other major environmental changes (e.g., industrial chemical pollution, biodiversity loss, reduced water and food security) as well as marked shifts in human demographics, including aging of the population. To identify, prevent, mitigate, and adapt to potential threats, one needs to be aware of the major factors underlying changes in the use of pharmaceuticals and their subsequent release, deliberately or unintentionally, into the environment. This review explores the likely consequences of climate change upon the use of medical pharmaceuticals in the Northern Hemisphere. © Clare H. Redshaw, Will M. Stahl-Timmins, Lora E. Fleming, Iain Davidson, and Michael H. Depledge. © 2013 Published with license by Taylor & Francis Group.",,"analgesic agent; anthelmintic agent; antibiotic agent; anticoagulant agent; antidepressant agent; antihistaminic agent; antimetabolite; antivirus agent; anxiolytic agent; beta adrenergic receptor blocking agent; beta adrenergic receptor stimulating agent; corticosteroid; cortisone; decongestive agent; dipeptidyl carboxypeptidase inhibitor; diuretic agent; expectorant agent; hydroxymethylglutaryl coenzyme A reductase inhibitor; hypnotic agent; immunosuppressive agent; industrial chemical; insecticide; leukotriene receptor blocking agent; monoamine oxidase inhibitor; neuroleptic agent; salicylic acid; salicylic acid derivative; sedative agent; unindexed drug; vasodilator agent; actinic keratosis; aging; agonist; article; asthma; atopic dermatitis; biodiversity; bronchitis; cardiovascular disease; climate change; conjunctivitis; demography; diseases; distress syndrome; drug utilization; eczema; environment; environmental change; human; impetigo; infection; influenza; mental disease; Northern Hemisphere; pollution; pruritus; respiratory tract disease; respiratory tract infection; scabies; squamous cell carcinoma; sunburn; water supply; Animals; Climate Change; Communicable Diseases; Disease Reservoirs; Disease Vectors; Drug Therapy; Epidemiology; Humans",Article,"Final",Scopus,2-s2.0-84882374247
"Shiferaw B., Smale M., Braun H.-J., Duveiller E., Reynolds M., Muricho G.","Crops that feed the world 10. Past successes and future challenges to the role played by wheat in global food security",2013,"Food Security","5","3",,"291","317",,"10.1007/s12571-013-0263-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883838410&doi=10.1007%2fs12571-013-0263-y&partnerID=40&md5=49aecf4e7d265b782ec35c91f45681d3","Wheat is fundamental to human civilization and has played an outstanding role in feeding a hungry world and improving global food security. The crop contributes about 20 % of the total dietary calories and proteins worldwide. Food demand in the developing regions is growing by 1 % annually and varies from 170 kg in Central Asia to 27 kg in East and South Africa. The developing regions (including China and Central Asia) account for roughly 53 % of the total harvested area and 50 % of the production. Unprecedented productivity growth from the Green Revolution (GR) since the 1960s dramatically transformed world wheat production, benefitting both producers and consumers through low production costs and low food prices. Modern wheat varieties were adopted more rapidly than any other technological innovation in the history of agriculture, recently reaching about 90 % of the area in developing regions. One of the key challenges today is to replace these varieties with new ones for better sustainability. While the GR ""spared"" essential ecosystems from conversion to agriculture, it also generated its own environmental problems. Also productivity increase is now slow or static. Achieving the productivity gains needed to ensure food security will therefore require more than a repeat performance of the GR of the past. Future demand will need to be achieved through sustainable intensification that combines better crop resistance to diseases and pests, adaptation to warmer climates, and reduced use of water, fertilizer, labor and fuel. Meeting these challenges will require concerted efforts in research and innovation to develop and deploy viable solutions. Substantive investment will be required to realize sustainable productivity growth through better technologies and policy and institutional innovations that facilitate farmer adoption and adaptation. The enduring lessons from the GR and the recent efforts for sustainable intensification of cereal systems in South Asia and other regions provide useful insights for the future. © 2013 The Author(s).","Climate change; Demand; Food security; Produtivity growth; Supply; Technology adoption; Utilization; Wheat","civilization; climate change; crop production; developing world; disease resistance; food consumption; food market; food security; food supply; innovation; production cost; protein; sustainability; technology adoption; wheat; Central Asia; China; South Asia; Triticum aestivum",Article,"Final",Scopus,2-s2.0-84883838410
"Van der Knaap M.","May we eat biodiversity? How to solve the impasse of conservation and exploitation of biodiversity and fishery resources",2013,"Aquatic Ecosystem Health and Management","16","2",,"164","171",,"10.1080/14634988.2013.799986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877868360&doi=10.1080%2f14634988.2013.799986&partnerID=40&md5=416dce123ca8a2829ed183feeb52e19b","Some of the characteristics of the African Great Lakes are the numerous species of fish, crustaceans, mollusks, plankton, and other phyla, most of them endemic. The usual sources of perturbation when speaking about Great Lakes also have their impacts on the African Great Lakes, such as overfishing, dumping of untreated sewage, pebble and sand mining, agricultural run-off and other threats. Should this biodiversity be protected in times of sheer poverty of the riparian populations? Should it be exposed to exploitation for food security? What are the values of these endemic species in economic terms? This article reviews the impacts on biodiversity by human-induced factors like exotic fish introductions and the invasive water hyacinth, but also by indirect factors like climate change. Lake Victoria has a long history of fish introductions and invasive weeds, but on Lake Tanganyika the original species composition of many taxa can still be preserved and protected, at a cost. The Great Lakes surrounding these countries, by means of conventions and regional management bodies, sought to protect the environments and called for international collaboration to improve management of the natural resources, both terrestrial and aquatic. The way forward will be to involve local fishing communities in nature conservation and management, but there are many communities and many fishermen. How to reach them in areas where there is no municipal electricity supply, no portable phone network, nor internet facilities. In the 21st century, around the African Great Lakes the keyword is survival, not only of biodiversity, but also of the inhabitants of their basins. © 2013 Copyright Taylor and Francis Group, LLC.","biodiversity management; fisheries management; food security; Lake Tanganyika; Lake Victoria; ornamental fish trade",,Review,"Final",Scopus,2-s2.0-84877868360
"Sandhage-Hofmann A.","Losses of carbon in soils. Causes and mitigation measures [Kohlenstoffverluste im Boden: Ursachen und Maßnahmen zur Vermeidung]",2013,"Geographische Rundschau","65","4",,"22","27",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876583584&partnerID=40&md5=ab69d6ed50e6bead020cdccee3e3e51d","Soil organic carbon is one of the main parameters for soil fertility. Soils with high organic carbon contents can store more nutrients and water and influence their availability positively. Additional, a better soil structure protects the soil for losses of nutrients and pollutions into the groundwater. Therefore, organic carbon is essential for soil productivity and food security. The soil organic carbon pool is a main constituent of the global carbon pools and influences main processes of the climate and environment. Soils can serve as source or sink for carbon depending mainly on the way of use. Soil organic carbon stocks are highly vulnerable to human activities. In response to land use change from natural ecosystems to agriculture and unsustainable management contents soil organic carbon decrease significantly and rapidly. Especially, mechanisms for stabilizing organic carbon in soils are affected. Different strategies are required for maintaining or even increasing organic carbon in soils. Reverting agricultural soils in near-natural perennial systems are most promising. But in near future, economic incentives and political will are necessary to realize these strategies. This is the only way to stop losses of soil carbon, to maintain the productivity of soils and to mitigate the challenges of climate change.",,"carbon; climate change; food security; land use change; mitigation; organic carbon; soil; soil fertility; soil structure",Article,"Final",Scopus,2-s2.0-84876583584
"Taylor R.G., Scanlon B., Döll P., Rodell M., Van Beek R., Wada Y., Longuevergne L., Leblanc M., Famiglietti J.S., Edmunds M., Konikow L., Green T.R., Chen J., Taniguchi M., Bierkens M.F.P., Macdonald A., Fan Y., Maxwell R.M., Yechieli Y., Gurdak J.J., Allen D.M., Shamsudduha M., Hiscock K., Yeh P.J.-F., Holman I., Treidel H.","Ground water and climate change",2013,"Nature Climate Change","3","4",,"322","329",,"10.1038/nclimate1744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875742690&doi=10.1038%2fnclimate1744&partnerID=40&md5=aecb8e0b59afad224484a14dec0dbf4d","As the world's largest distributed store of fresh water, ground water plays a central part in sustaining ecosystems and enabling human adaptation to climate variability and change. The strategic importance of ground water for global water and food security will probably intensify under climate change as more frequent and intense climate extremes (droughts and floods) increase variability in precipitation, soil moisture and surface water. Here we critically review recent research assessing the impacts of climate on ground water through natural and human-induced processes as well as through groundwater-driven feedbacks on the climate system. Furthermore, we examine the possible opportunities and challenges of using and sustaining groundwater resources in climate adaptation strategies, and highlight the lack of groundwater observations, which, at present, limits our understanding of the dynamic relationship between ground water and climate. © 2013 Macmillan Publishers Limited. All rights reserved.",,"adaptation; anthropogenic effect; climate change; food security; groundwater resource; literature review; precipitation (climatology); soil moisture",Review,"Final",Scopus,2-s2.0-84875742690
"Lenton T.M.","What early warning systems are there for environmental shocks?",2013,"Environmental Science and Policy","27",,,"S60","S75",,"10.1016/j.envsci.2012.06.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887497269&doi=10.1016%2fj.envsci.2012.06.011&partnerID=40&md5=05d2fca012bc47b7ac07b7105bb3ae82","This paper offers a new classification of environmental shocks from a dynamical systems perspective, and reviews early warning systems for environmental shocks, particularly in climate systems and ecosystems. Three main categories of environmental shock are identified; extreme events, abrupt swings, and tipping points. The factors determining the predictability of different shocks and hence the prospects for early warning are outlined. Lessons from existing early warning systems for extreme events and abrupt climate swings are summarised. Then the potential for early warning of bifurcation-type tipping points is explained, and contrasted with the lack of warning when stochastic internal variability triggers a shift in the state of a system. The scientific and technological progress needed to improve early warning capability is outlined. Then the framework is applied to the Foresight project on Migration and Global Environmental Change, with its focal eco-regions of drylands, low-elevation coastal zones, and mountainous regions. Priority targets for early warning systems are identified and the need for an integrated approach to early warning is highlighted, which considers the interactions between different types of environmental shock. © 2012 Elsevier Ltd","Bifurcation; Climate change; Early warning system; Ecosystem services; Environmental shock; Extreme event; Tipping point","Article; climate change; coastal waters; ecosystem; environmental change; environmental parameters; environmental shock; environmental temperature; food security; forecasting; greenhouse effect; heat stress; human; Markov chain; noise; priority journal; sea surface temperature",Article,"Final",Scopus,2-s2.0-84887497269
"Yang Y., Chen H.","Assessing impacts of flow regulation on trophic interactions in a wetland ecosystem",2013,"Journal of Environmental Informatics","21","1",,"63","71",,"10.3808/jei.201300233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877096962&doi=10.3808%2fjei.201300233&partnerID=40&md5=c5fe41893ea423b7f4537c397c2b8daa","Wetland plays an important role in maintaining ecological balance. Water regimes are the most important driving forces for wetland structure and function. Unfortunately, in recent decades, impacts of anthropogenic activities (e.g. dam construction, agricultural irrigation, industry, settlements) compounded with climate change have altered natural flow regimes profoundly and led to severe degradation of wetlands worldwide. Baiyangdian Wetland, the largest freshwater lake wetland in North China, has dried up on several occasions due to increasing human activities since the 1960s. To alleviate the ecosystem degradation trends, flow regulation was introduced to recharge the drying wetland on 19 occasions from 1997 to 2009. However, the impacts of these actions on ecosystem structure and function remain poorly understood. In this study the Ecopath software was employed to establish two mass-balance ecosystem models before and after the flow regulation in September 2009. The changes in trophic composition, flow processes, and other ecosystem indices were compared. The results show that following the flow regulation process the biomass in the first trophic level increased, while a decrease was recorded for the higher trophic levels. Furthermore, total primary productivity /total respiration (TPP/R) increased by 12.07%, while the system omnivorous index (SOI), Finn's cycling index (FCI), and average path length (APL) decreased by 4.16, 20.13, and 23.40%, respectively. Overall, the shift in indices indicates that ecosystem process during flow regulation was contrary to natural wetland succession. The weakened interactions among organisms in different trophic level will result in degrading ecosystem maturity. Hence flow regulation in September 2009 increased the vulnerability of Baiyangdian Wetland to external disturbance. This study indicates that ecosystem trophic interactions should be modelled before flow regulation to prevent ecosystem degradation and key ecosystem indices should be monitored and regulated toward natural ecosystems during and after flow regulation. © 2013 ISEIS All rights reserved.","Ecopath; Flow regulation; Food web; Trophic level; Wetland","climate change; dam construction; ecosystem; ecosystem structure; flow regulation; food web; freshwater; irrigation; succession; trophic level; vulnerability; wetland; China",Article,"Final",Scopus,2-s2.0-84877096962
"Gosling S.N.","The likelihood and potential impact of future change in the large-scale climate-earth system on ecosystem services",2013,"Environmental Science and Policy","27",,,"S15","S31",,"10.1016/j.envsci.2012.03.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862699292&doi=10.1016%2fj.envsci.2012.03.011&partnerID=40&md5=c2701c4ce8d33ec2ffbfa37acf23e6aa","This article reviews the level of current scientific understanding regarding the impact of future change in the large-scale climate-earth system on ecosystem services. Impacts from sea level rise, ocean acidification, increases in ocean temperature, potential collapse of the thermohaline circulation; failure of the South Asia monsoon; the melting of sea ice, the Greenland Ice Sheet and the West Antarctic Ice Sheet; changes in water availability; and Amazonia forest dieback, are considered. The review highlights that while a number of uncertainties remain in understanding, there is evidence to suggest that climate change may have already affected some ecosystem services. Furthermore, there is considerable evidence to show that future climate change could have impacts on biodiversity, as well as secondary impacts on issues important to human society, including; habitability; land productivity and food security; water security; and potential economic impacts. © 2012 Elsevier Ltd","Amazonia dieback; Climate change; Ecosystem services; Impact; Monsoon; Ocean acidification; Review; Sea level rise; THC and AMOC collapse; Water security","water; acidification; Antarctica; Article; climate change; dieback disease; ecosystem; forest; futurology; geology; Greenland; human; ice sheet; melting point; nonhuman; priority journal; sea; sea ice; sea level rise; sea surface temperature; South Asia; thermohaline circulation; water availability",Article,"Final",Scopus,2-s2.0-84862699292
"Lang T., Barling D.","Nutrition and sustainability: An emerging food policy discourse",2013,"Proceedings of the Nutrition Society","72","1",,"1","12",,"10.1017/S002966511200290X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872873866&doi=10.1017%2fS002966511200290X&partnerID=40&md5=d35dc3cf6767f8d94ab287399e4e2fd2","It is well known that food has a considerable environmental impact. Less attention has been given to mapping and analysing the emergence of policy responses. This paper contributes to that process. It summarises emerging policy development on nutrition and sustainability, and explores difficulties in their integration. The paper describes some policy thinking at national, European and international levels of governance. It points to the existence of particular policy hotspots such as meat and dairy, sustainable diets and waste. Understanding the environmental impact of food systems challenges nutrition science to draw upon traditions of thinking which have recently been fragmented. These perspectives (life sciences, social and environmental) are all required if policy engagement and clarification is to occur. Sustainability issues offer opportunities for nutrition science and scientists to play a more central role in the policy analysis of future food systems. The task of revising current nutrition policy advice to become sustainable diet advice needs to begin at national and international levels. Copyright © 2012 The Author.","Environmental impact; Food policy; Food systems; Sustainability; Sustainable diet; Sustainable food","behavior change; biodiversity; catering service; climate change; conference paper; economic aspect; energy resource; environmental impact; environmental stress; environmental sustainability; food industry; food intake; food security; genetic variability; health care policy; health education; human; nutrition; social justice; socioeconomics; waste management; water supply; Conservation of Natural Resources; Diet; Environment; Food Supply; Humans; Nutrition Policy; Policy Making",Conference Paper,"Final",Scopus,2-s2.0-84872873866
"Garnett T.","Food sustainability: Problems, perspectives and solutions",2013,"Proceedings of the Nutrition Society","72","1",,"29","39",,"10.1017/S0029665112002947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872855599&doi=10.1017%2fS0029665112002947&partnerID=40&md5=161fcfcfe8a2ffc2df36ad1569c35986","The global food system makes a significant contribution to climate changing greenhouse gas emissions with all stages in the supply chain, from agricultural production through processing, distribution, retailing, home food preparation and waste, playing a part. It also gives rise to other major environmental impacts, including biodiversity loss and water extraction and pollution. Policy makers are increasingly aware of the need to address these concerns, but at the same time they are faced with a growing burden of food security and nutrition-related problems, and tasked with ensuring that there is enough food to meet the needs of a growing global population. In short, more people need to be fed better, with less environmental impact. How might this be achieved? Broadly, three main 'takes' or perspectives, on the issues and their interactions, appear to be emerging. Depending on one's view point, the problem can be conceptualised as a production challenge, in which case there is a need to change how food is produced by improving the unit efficiency of food production; a consumption challenge, which requires changes to the dietary drivers that determine food production; or a socio-economic challenge, which requires changes in how the food system is governed. This paper considers these perspectives in turn, their implications for nutrition and climate change, and their strengths and weaknesses. Finally, an argument is made for a reorientation of policy thinking which uses the insights provided by all three perspectives, rather than, as is the situation today, privileging one over the other. Copyright © 2013 The Author.","Climate change; Food security; Greenhouse gas; Meat and dairy; Nutrition","calcium; carbon dioxide; iron; nitrogen; phosphorus; zinc; agriculture; anemia; climate change; conference paper; crop production; dairy product; deforestation; developed country; developing country; food; food industry; food intake; food processing; food security; food sustainability; health status; human; livestock; meat; nutrition; nutritional value; obesity; rural area; sedentary lifestyle; socioeconomics; soil degradation; urban area; urbanization; vitamin D deficiency; water pollution; Conservation of Natural Resources; Diet; Efficiency; Energy Intake; Environment; Food Supply; Humans; Nutrition Policy; Nutritional Requirements; Socioeconomic Factors",Conference Paper,"Final",Scopus,2-s2.0-84872855599
"Smith P., Gregory P.J.","Climate change and sustainable food production",2013,"Proceedings of the Nutrition Society","72","1",,"21","28",,"10.1017/S0029665112002832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872854683&doi=10.1017%2fS0029665112002832&partnerID=40&md5=efbd4438830a582a023064c6bfee2c16","One of the greatest challenges we face in the twenty-first century is to sustainably feed nine to ten billion people by 2050 while at the same time reducing environmental impact (e.g. greenhouse gas (GHG) emissions, biodiversity loss, land use change and loss of ecosystem services). To this end, food security must be delivered. According to the United Nations definition, 'food security exists when all people, at all times, have physical and economic access to sufficient, safe and nutritious food to meet their dietary needs and food preferences for an active and healthy life'. At the same time as delivering food security, we must also reduce the environmental impact of food production. Future climate change will make an impact upon food production. On the other hand, agriculture contributes up to about 30% of the anthropogenic GHG emissions that drive climate change. The aim of this review is to outline some of the likely impacts of climate change on agriculture, the mitigation measures available within agriculture to reduce GHG emissions and outlines the very significant challenge of feeding nine to ten billion people sustainably under a future climate, with reduced emissions of GHG. Each challenge is in itself enormous, requiring solutions that co-deliver on all aspects. We conclude that the status quo is not an option, and tinkering with the current production systems is unlikely to deliver the food and ecosystems services we need in the future; radical changes in production and consumption are likely to be required over the coming decades. Copyright © 2012 The Author.","Agriculture; Climate change; Food production; Food security","carbon dioxide; green manure; nitrogen; nitrogen oxide; water; agricultural land; agriculture; biodiversity; carbon sequestration; carbon source; climate change; conference paper; crop management; crop production; cropping system; DNA modification; drought; ecosystem regeneration; energy consumption; fermentation; food industry; food intake; food security; greenhouse gas; human; livestock; maize; productivity; rice; water supply; wetland; Agriculture; Conservation of Natural Resources; Diet; Environment; Food Preferences; Food Supply; Global Warming; Greenhouse Effect; Humans; Nutritional Requirements",Conference Paper,"Final",Scopus,2-s2.0-84872854683
